1067324	01922062	3	090	UNK	LIF		A
1067419	01922210	2	095	UNK	LIF		Q
1067679	01922603	2	100	UNK	LIF		A
1068008	01923076	2	UNK	UNK	LIF		A
1070123	01926149	2	UNK	UNK	LIF		A
1070398	01926542	3	UNK	UNK	LIF		A
1070819	01927150	N	120	UNK	LIF		A
1071277	01927824	1	130	E	LIF		Q
1071298	01927848	2	UNK	UNK	LIF		A
1071644	01928328	2	UNK	UNK	LIF		A
1071799	01928540	N	105	D	LIF		Q
1072032	01928884	3	110	BB	LIF		A
1072038	01928897	1	UNK	UNK	LIF		Q
1072305	01929284	2	UNK	UNK	LIF		A
1072952	01930204	2	UNK	UNK	LIF		A
1072981	01930244	2	UNK	UNK	LIF		A
1073206	01930577	3	UNK	UNK	LIF		A
1073493	01930991	N	110	UNK	LIF		A
1073918	01931578	N	075	UNK	LIF		A
1074462	01932372	N	075	UNK	DTE	2028-06-29 00:00:00.0000000	A
1074477	01932399	2	090	D	LIF		A
1075108	01933334	2	UNK	UNK	LIF		A
1075708	01934223	2	UNK	UNK	LIF		A
1077366	01936585	1	085	UNK	LIF		A
1077533	01936831	2	UNK	UNK	LIF		A
1078207	01937766	3	UNK	UNK	LIF		A
1078605	01938324	N	070	C	LIF		Q
1078618	01938344	2	075	EEE	LIF		A
1079056	01938949	2	090	UNK	LIF		A
1079206	01939155	3	090	UNK	LIF		A
1079390	01939431	1	UNK	UNK	LIF		Q
1079498	01939602	2	100	UNK	LIF		A
1079788	01940013	N	UNK	UNK	LIF		Q
1079862	01940105	2	095	UNK	LIF		A
1080285	01940709	3	125	UNK	LIF		A
1081009	01941766	2	095	UNK	LIF		Q
1081113	01941934	3	095	D	LIF		A
1081152	01941996	3	090	UNK	LIF		A
1081244	01942138	3	UNK	UNK	LIF		A
1081379	01942341	2	UNK	UNK	LIF		A
1081949	01943139	3	UNK	UNK	LIF		A
1082316	01943729	3	080	B	LIF		A
1082750	01944352	N	095	UNK	LIF		A
1083895	01945997	2	UNK	UNK	LIF		A
1084039	01946217	3	100	UNK	LIF		A
1084398	01946744	3	105	UNK	DTE	2032-02-13 00:00:00.0000000	A
1084684	01947178	2	110	UNK	LIF		Q
1084957	01947564	2	UNK	UNK	LIF		Q
1084985	01947605	3	080	UNK	LIF		A
1084992	01947613	2	105	UNK	LIF		A
1085159	01947831	3	UNK	UNK	LIF		Q
1085720	01948638	3	130	UNK	LIF		A
1085754	01948717	2	110	UNK	LIF		A
1086061	01949169	3	085	UNK	LIF		A
1086501	01949814	C	UNK	UNK	LIF		A
1087930	01951832	N	105	UNK	LIF		A
1088300	01952352	N	UNK	UNK	DTE	2037-02-06 00:00:00.0000000	A
1088427	01952542	3	060	UNK	LIF		A
1089445	01953941	3	075	D	LIF		A
1090029	01954761	2	UNK	UNK	LIF		A
1090368	01955234	N	UNK	UNK	LIF		A
1090630	01955598	2	070	UNK	LIF		A
1091261	01956476	3	105	UNK	LIF		A
1091432	01956722	3	085	UNK	LIF		A
1091517	01956852	2	UNK	UNK	LIF		A
1091870	01957347	3	UNK	UNK	LIF		A
1091950	01957455	2	105	UNK	LIF		Q
1093236	01959278	3	080	UNK	LIF		A
1094012	01960378	N	080	UNK	LIF		A
1094302	01960784	N	090	UNK	LIF		Q
1095070	01961853	2	UNK	UNK	DTE	2024-06-27 00:00:00.0000000	A
1095504	01962495	2	085	AAA	LIF		Q
1096221	01963476	3	UNK	UNK	LIF		Q
1097160	01964836	2	110	E	LIF		A
1097301	01965022	N	080	UNK	LIF		A
1097744	01965616	3	100	UNK	LIF		A
1097859	01965773	2	100	BB	LIF		Q
1098908	01967212	3	100	D	LIF		A
1099005	01967355	3	110	UNK	LIF		Q
1099301	01967750	N	UNK	UNK	DTE	2026-12-16 00:00:00.0000000	A
1100469	01969379	2	110	UNK	LIF		A
1101554	01970866	N	100	UNK	LIF		A
1102397	01972035	2	UNK	UNK	LIF		Q
1102673	01972423	3	095	UNK	LIF		A
1102914	01972752	2	080	UNK	LIF		Q
1102915	01972753	3	095	UNK	LIF		A
1102957	01972816	2	UNK	UNK	LIF		A
1103109	01973011	3	100	BB	LIF		A
1103503	01973561	1	060	UNK	LIF		A
1104163	01974454	1	105	UNK	LIF		Q
1105072	01975710	3	UNK	UNK	LIF		A
1105149	01975813	3	UNK	UNK	LIF		A
1106051	01977049	3	080	UNK	LIF		A
1106403	01977516	2	110	UNK	LIF		Q
1107236	01978654	N	100	UNK	LIF		A
1107436	01978921	1	095	UNK	LIF		Q
1108443	01980595	2	090	UNK	LIF		A
1109256	01981709	3	UNK	UNK	LIF		Q
1109391	01981899	3	100	UNK	LIF		Q
1110528	01983468	C	UNK	UNK	LIF		M
1110835	01983896	2	UNK	UNK	LIF		A
1111809	01985218	3	UNK	UNK	LIF		Q
1112133	01985680	2	UNK	UNK	LIF		Q
1113500	01987607	2	090	UNK	LIF		A
1113709	01987901	N	095	UNK	LIF		A
1115034	01989717	1	UNK	UNK	LIF		Q
1115516	01990387	3	UNK	UNK	LIF		A
1116246	01991457	2	120	UNK	LIF		Q
1116740	01992156	2	100	UNK	LIF		A
1117255	01992856	3	090	UNK	LIF		A
1117568	01993276	2	UNK	UNK	LIF		A
1117570	01993279	3	095	UNK	LIF		A
1118310	01994306	1	065	D	LIF		Q
1118443	01994486	2	080	UNK	LIF		A
1118489	01994551	N	140	E	DTE	2037-01-09 00:00:00.0000000	A
1119536	01996018	1	UNK	UNK	LIF		A
1119644	01996169	3	UNK	UNK	LIF		A
1119846	01996438	3	095	UNK	LIF		A
1120073	01996748	3	095	UNK	LIF		Q
1121202	01998345	3	UNK	UNK	DTE	2029-09-04 00:00:00.0000000	A
1121597	01998877	3	UNK	UNK	LIF		A
1121601	01998883	3	UNK	UNK	LIF		A
1121880	01999263	3	UNK	UNK	DTE	2030-08-15 00:00:00.0000000	A
1122668	02000340	3	095	BB	LIF		Q
1124001	02002174	2	UNK	UNK	LIF		A
1124279	02002568	2	095	UNK	LIF		Q
1124652	02003090	2	UNK	UNK	LIF		A
1124714	02003179	2	UNK	UNK	LIF		A
1125046	02003628	3	110	UNK	LIF		A
1125397	02004096	N	075	UNK	LIF		Q
1126958	02006231	3	120	UNK	LIF		Q
1127295	02006678	3	095	UNK	LIF		Q
1127338	02006741	N	085	UNK	LIF		A
1127790	02007368	3	095	UNK	LIF		A
1127989	02007637	1	120	UNK	LIF		A
1128075	02007774	N	UNK	UNK	LIF		Q
1128153	02007871	3	100	UNK	LIF		A
1128362	02008143	2	085	UNK	LIF		A
1129074	02009163	3	090	UNK	LIF		Q
1129081	02009173	3	100	UNK	LIF		Q
1129164	02009296	3	UNK	UNK	LIF		Q
1129307	02009502	3	130	UNK	LIF		A
1129472	02009725	3	140	BBB	LIF		A
1129951	02010418	3	130	UNK	LIF		A
1130016	02010505	N	085	UNK	LIF		A
1130361	02010949	1	090	UNK	DTE	2018-08-04 00:00:00.0000000	A
1130923	02011732	3	UNK	UNK	LIF		Q
1131087	02011950	3	090	BB	LIF		Q
1131834	02012940	3	UNK	UNK	LIF		A
1132240	02013498	3	UNK	UNK	LIF		A
1132615	02014012	3	090	E	LIF		Q
1132851	02014337	3	UNK	UNK	LIF		A
1132993	02014551	C	105	UNK	LIF		A
1133009	02014577	3	090	UNK	LIF		Q
1133703	02015541	N	UNK	UNK	LIF		A
1134272	02016307	2	110	UNK	LIF		A
1134647	02016855	1	120	UNK	LIF		Q
1134791	02017063	3	UNK	UNK	LIF		Q
1135463	02018006	N	105	D	LIF		A
1136315	02019148	3	UNK	UNK	LIF		A
1136681	02019656	2	140	UNK	LIF		A
1136952	02020015	2	UNK	UNK	LIF		A
1139166	02023038	3	095	D	LIF		A
1139499	02023478	N	110	UNK	LIF		A
1140059	02024241	3	100	UNK	LIF		A
1140065	02024248	2	120	D	LIF		A
1140288	02024548	N	105	UNK	LIF		A
1140295	02024558	2	080	UNK	LIF		A
1141846	02026603	3	090	DD	LIF		A
1142740	02027809	3	120	UNK	LIF		A
1142968	02028123	2	120	UNK	LIF		Q
1143104	02028317	3	095	UNK	LIF		A
1143205	02028463	2	UNK	UNK	LIF		A
1143716	02029150	C	095	UNK	LIF		A
1143965	02029498	3	UNK	UNK	LIF		A
1143976	02029512	2	095	UNK	LIF		A
1144232	02029843	3	110	UNK	LIF		A
1144273	02029904	N	060	UNK	LIF		A
1144406	02030075	1	090	UNK	LIF		A
1144452	02030136	2	UNK	UNK	LIF		A
